
time,temperature_2m_max (°C),temperature_2m_min (°C),shortwave_radiation_sum (MJ/m²),rain_sum (mm),windspeed_10m_max (km/h)
2018-06-24,26.1,22.7,14.63,4.70,25.9
2018-06-25,26.2,22.8,14.08,1.20,20.6
2018-06-26,25.7,22.6,15.74,2.40,17.4
2018-06-27,25.5,22.0,16.73,2.60,19.9
2018-06-28,25.5,22.8,14.31,2.20,22.9
2018-06-29,26.0,22.5,13.78,1.60,20.6
2018-06-30,26.5,22.0,17.56,0.20,18.1
2018-07-01,25.5,22.2,15.73,2.40,15.6
2018-07-02,25.6,22.3,14.53,2.00,14.1
2018-07-03,26.4,22.8,17.27,2.90,19.7
2018-07-04,26.5,22.1,18.49,1.20,21.3
2018-07-05,26.0,22.0,15.61,3.20,20.7
2018-07-06,26.5,22.9,12.82,2.20,20.9
2018-07-07,25.7,23.3,15.00,3.40,18.6
2018-07-08,25.2,22.5,15.57,2.50,20.9
2018-07-09,27.2,22.7,20.91,0.00,19.5
2018-07-10,26.0,22.5,13.96,6.30,16.6
2018-07-11,26.1,21.5,13.76,4.00,14.9
2018-07-12,26.7,22.7,16.89,1.10,20.2
2018-07-13,26.3,22.7,16.54,0.50,19.8
2018-07-14,26.2,22.5,14.22,0.00,16.0
2018-07-15,26.9,22.4,19.23,0.00,18.5
2018-07-16,26.6,22.6,17.62,0.00,17.4
2018-07-17,26.9,22.1,18.00,1.10,20.1
2018-07-18,25.9,22.9,15.40,2.40,24.2
2018-07-19,25.9,22.7,16.11,0.80,21.8
2018-07-20,26.3,22.3,15.93,1.10,21.7
2018-07-21,25.7,22.8,10.77,0.10,23.2
2018-07-22,26.0,23.1,14.00,0.10,23.7
2018-07-23,26.3,23.0,16.38,0.20,25.0
2018-07-24,26.8,22.8,19.56,0.10,21.7
2018-07-25,25.5,22.3,14.52,3.70,21.1
2018-07-26,26.6,22.5,16.58,0.80,22.2
2018-07-27,24.9,22.6,14.25,4.50,20.3
2018-07-28,25.9,23.0,15.82,0.20,22.6
2018-07-29,25.7,22.5,16.50,1.80,17.5
2018-07-30,25.5,22.3,15.09,1.90,16.3
2018-07-31,25.6,21.7,15.34,3.50,15.5
2018-08-01,26.0,21.8,17.73,2.30,17.7
2018-08-02,25.9,22.8,18.33,1.10,19.9
2018-08-03,25.5,22.3,15.23,1.20,18.6
2018-08-04,27.0,22.7,16.50,0.00,15.3
2018-08-05,26.2,23.1,15.73,1.30,17.8
